,ZIP Code,SAFMR 0BR,SAFMR 1BR,SAFMR 2BR,SAFMR 3BR,SAFMR 4BR,Total Population,Median Age,Percent Males,Percent Females,"Percent Race, White","Percent Race, Black","Percent Race, Native or Alaskan","Percent Race, Asian","Percent Race, Native Hawaiian or Pacific Islander","Percent Race, Two or more races","Percent Race, Hispanic or Latino",Percent speak another language at home,Percent never married,Percent married,Percent divorced,Percent widowed,Percent less than high school, Percent high school graduate,Percent some college or associates,Percent college graduate,Percent graduate degree,Median income in past year,"Percent, 100 poverty status","Percent, 100 TO 149 poverty status","Percent, 150 poverty status","Total population, born in state of residence",Percent born in state of residence,RES_RATIO,State,Total Gender,Region
14704,19805,950,1070,1290,1570,1820,40315,35.8,48.5,51.5,42.0,33.1,0.8,0.8,0.1,9.5,25.0,21.0,47.9,31.5,16.1,4.4,12.6,36.3,27.9,15.3,7.9,34987,20.9,11.9,67.2,22560,55.959320352226214,1.0,PA,100.0,NE
13511,10960,2480,2530,2860,3590,3870,15277,40.8,48.4,51.6,61.7,18.4,0.0,4.7,0.1,10.9,15.9,26.5,40.3,41.3,14.7,3.6,5.4,13.1,19.0,30.6,32.0,61229,5.6,6.6,87.8,8443,55.26608627348302,1.0,NY,100.0,NE
20821,16311,630,640,820,1110,1170,397,53.8,47.9,52.1,99.0,0.0,0.0,0.0,0.0,1.0,2.0,7.8,24.0,54.5,16.1,5.4,19.5,48.3,19.2,6.5,6.5,41200,6.0,10.3,83.6,320,80.60453400503779,1.0,PA,100.0,NE
17053,19941,690,780,1030,1340,1640,3120,37.2,50.8,49.2,53.8,26.4,0.0,0.0,0.0,13.3,19.4,11.2,35.4,42.0,17.3,5.3,16.6,35.6,30.8,13.0,4.0,35539,21.6,4.0,74.4,1777,56.95512820512821,1.0,DE,100.0,NE
20587,17728,730,800,970,1250,1340,4749,49.9,50.2,49.8,96.4,0.6,0.1,0.1,0.0,2.5,1.2,0.8,21.2,64.1,8.1,6.6,8.4,38.9,28.6,17.4,6.7,41652,6.8,4.3,88.9,4163,87.66056011791956,1.0,PA,100.0,NE
13584,11364,2440,2500,2820,3540,3820,36417,46.3,48.2,51.8,32.0,2.6,1.0,50.7,0.0,7.5,15.2,59.5,25.7,57.9,10.3,6.0,14.3,18.9,18.2,28.8,19.9,50880,7.0,8.0,85.0,18517,50.847131834033554,1.0,NY,100.0,NE
13513,10964,1820,1850,2110,2660,2860,1395,48.3,43.6,56.4,75.7,5.8,0.4,15.8,0.0,0.9,12.0,33.0,40.5,41.8,6.4,11.3,4.6,7.9,28.2,30.5,28.8,51311,4.8,1.2,94.0,773,55.41218637992832,1.0,NY,100.0,NE
16330,14571,1200,1360,1700,2070,2280,1001,54.4,51.4,48.6,80.8,10.4,2.2,0.0,0.0,0.7,4.4,5.6,21.5,56.9,18.7,3.0,17.5,32.5,24.3,20.0,5.7,36458,12.4,10.9,76.7,793,79.22077922077922,1.0,NY,100.0,NE
20235,13659,710,810,1070,1430,1680,371,36.3,58.2,41.8,96.2,0.0,0.8,0.0,0.0,3.0,2.7,2.6,17.3,73.2,8.5,1.0,12.3,41.5,20.6,17.8,7.9,33269,11.2,5.2,83.7,314,84.63611859838275,1.0,NY,100.0,NE
18652,13072,750,840,1040,1280,1480,811,55.5,51.4,48.6,95.1,2.5,0.7,0.0,0.0,1.0,0.9,4.3,19.7,60.3,15.9,4.1,9.7,45.4,28.7,10.8,5.5,29375,15.9,9.9,74.1,650,80.14796547472255,1.0,NY,100.0,NE
2683,14202,890,930,1100,1350,1510,3764,38.8,53.5,46.5,51.9,25.0,0.3,4.0,0.0,5.1,23.9,25.7,59.4,23.2,14.6,2.7,8.3,26.0,20.5,25.6,19.6,35735,17.1,8.6,74.3,2444,64.93092454835282,1.0,NY,100.0,NE
16267,14454,880,1000,1250,1520,1680,11044,22.5,42.9,57.1,87.1,3.2,0.3,3.5,0.0,4.2,5.9,13.1,59.6,31.6,5.5,3.3,5.3,18.2,26.5,22.1,27.9,19288,23.0,6.9,70.1,8571,77.60775081492213,1.0,NY,100.0,NE
15045,15221,900,950,1140,1450,1580,29513,40.4,45.3,54.7,47.3,42.9,0.5,1.2,0.0,7.2,4.3,6.7,47.1,31.0,15.4,6.5,5.4,22.0,30.9,23.6,18.1,36518,19.4,8.3,72.3,22151,75.05506048182157,1.0,PA,100.0,NE
13333,11940,1490,1860,2230,2870,3150,5508,44.5,51.7,48.3,89.8,1.6,0.0,0.3,0.0,5.4,8.5,5.5,24.2,58.6,9.4,7.9,10.2,28.8,26.1,18.1,16.8,60262,3.5,6.6,89.9,4651,84.44081336238199,1.0,NY,100.0,NE
13275,11740,1630,2040,2440,3140,3450,10699,42.8,48.2,51.8,73.5,12.2,0.0,3.6,0.0,7.5,11.6,17.7,30.2,52.2,9.0,8.5,6.7,19.5,16.9,29.5,27.5,53058,5.8,7.0,87.2,8403,78.54005047200673,1.0,NY,100.0,NE
16299,14513,710,810,1010,1230,1360,13501,44.0,49.8,50.2,81.5,3.3,1.1,0.8,0.2,9.7,12.3,7.8,31.5,45.0,17.7,5.8,11.4,34.3,35.3,11.6,7.5,35800,15.1,11.2,73.7,11286,83.59380786608399,1.0,NY,100.0,NE
9378,15942,660,660,850,1090,1240,2134,38.8,51.8,48.2,99.2,0.0,0.2,0.3,0.0,0.3,1.3,0.5,24.8,65.7,5.9,3.7,2.8,36.4,22.4,28.9,9.6,41232,10.9,3.2,85.8,2017,94.51733833177131,1.0,PA,100.0,NE
14540,19072,1390,1570,1890,2300,2670,10352,45.3,48.6,51.4,80.1,5.4,0.0,6.7,0.0,6.8,2.0,13.4,25.8,59.1,12.4,2.7,0.1,7.3,10.6,33.9,48.1,80109,2.3,2.5,95.2,5694,55.003863987635235,1.0,PA,100.0,NE
13608,11419,2230,2280,2570,3230,3480,46938,42.2,51.4,48.6,5.6,11.8,2.5,34.4,0.3,15.5,20.6,41.1,35.9,48.9,10.0,5.3,27.4,33.2,18.7,14.2,6.5,33975,11.6,9.9,78.5,14113,30.067322851421025,1.0,NY,100.0,NE
6800,16506,850,890,1150,1430,1580,24190,44.0,52.3,47.7,88.3,2.0,0.0,4.5,0.0,4.8,1.8,6.7,27.9,54.0,11.0,7.1,3.7,28.3,28.7,22.2,17.2,41400,7.8,3.7,88.4,18808,77.75113683340223,1.0,PA,100.0,NE
6780,16415,790,830,1070,1330,1470,10251,43.2,46.4,53.6,92.8,0.1,0.1,2.8,0.0,3.3,1.4,2.8,20.7,63.9,8.3,7.1,2.4,28.8,22.7,24.1,22.0,43211,4.6,4.0,91.4,8506,82.97727051019412,1.0,PA,100.0,NE
2405,18603,660,760,920,1130,1240,18985,47.0,48.8,51.2,92.6,2.9,0.6,0.2,0.0,3.3,4.5,3.0,29.0,46.3,16.8,7.9,10.2,46.1,25.4,13.1,5.2,32627,16.6,9.7,73.6,16230,85.4885435870424,1.0,PA,100.0,NE
20394,10583,1770,2060,2500,3100,3430,40612,43.2,49.6,50.4,65.3,2.8,0.1,20.4,0.0,7.4,8.3,28.2,22.7,67.4,5.4,4.5,2.2,7.3,9.7,31.5,49.3,102300,3.3,2.0,94.8,21611,53.213335959814835,1.0,NY,100.0,NE
18724,13402,750,840,1040,1280,1480,1295,47.0,43.9,56.1,96.2,0.2,0.0,0.0,0.0,3.3,0.5,2.7,31.6,50.9,16.3,1.2,5.1,53.6,22.3,6.1,12.9,34104,20.1,7.1,72.9,1201,92.74131274131274,1.0,NY,100.0,NE
20419,10804,2040,2370,2880,3570,3950,15228,45.4,50.9,49.1,77.6,11.9,0.0,3.4,0.0,5.1,9.8,20.3,23.1,66.3,5.3,5.3,2.8,6.4,10.8,32.4,47.6,100257,3.1,1.0,95.9,9834,64.57840819542947,1.0,NY,100.0,NE
1571,21214,860,1020,1260,1630,1870,21295,41.6,47.5,52.5,34.0,57.9,0.9,0.2,0.0,5.6,3.3,7.0,41.5,39.0,13.5,6.0,7.1,23.4,27.3,21.0,21.2,45504,10.3,7.1,82.5,13986,65.67738905846443,1.0,MD,100.0,NE
2696,14216,1000,1050,1230,1510,1690,23221,34.9,46.8,53.2,72.6,16.1,0.6,1.3,0.0,5.1,7.5,10.3,47.8,36.6,10.9,4.7,5.8,16.7,23.4,30.0,24.2,44206,13.9,8.7,77.4,18862,81.22819861332414,1.0,NY,100.0,NE
1479,20833,1950,1980,2260,2870,3430,7868,47.5,50.4,49.6,67.8,9.4,0.2,9.2,0.0,9.9,9.2,16.3,29.0,56.2,11.3,3.6,1.9,13.1,20.0,33.1,31.9,69918,7.7,3.1,89.2,2711,34.45602440264362,1.0,MD,100.0,NE
13348,11957,1470,1830,2200,2830,3110,1152,63.9,45.5,54.5,95.7,0.7,0.0,0.4,0.0,0.6,1.8,15.2,23.5,53.8,6.9,15.8,1.3,16.5,23.3,32.7,26.2,56607,4.2,2.1,93.8,715,62.06597222222222,1.0,NY,100.0,NE
298,12303,880,990,1200,1460,1610,29989,39.3,48.5,51.5,67.3,11.4,0.0,4.5,0.0,11.5,9.5,10.4,35.2,44.4,13.7,6.7,9.6,25.6,29.9,19.9,15.0,43408,16.0,4.3,79.7,23264,77.57511087398713,1.0,NY,100.0,NE
10313,17506,900,1030,1290,1640,1730,446,34.4,39.5,60.5,54.5,45.5,0.0,0.0,0.0,0.0,0.0,0.0,41.9,55.1,0.0,2.9,22.0,20.0,58.0,0.0,0.0,28704,0.0,0.0,100.0,446,100.0,1.0,PA,100.0,NE
1463,20751,1190,1390,1710,2220,2540,2552,44.3,57.6,42.4,82.6,2.9,0.0,0.4,0.0,13.8,8.0,3.5,38.3,44.5,8.9,8.3,1.8,25.1,29.9,23.9,19.3,56985,1.6,3.2,95.2,1533,60.070532915360495,1.0,MD,100.0,NE
290,12207,870,970,1180,1440,1590,2097,32.2,58.1,41.9,45.4,44.5,0.0,3.1,0.0,2.9,7.1,14.8,69.6,11.1,14.2,5.1,10.5,31.0,22.3,15.7,20.5,31553,43.5,8.0,48.6,1689,80.54363376251789,1.0,NY,100.0,NE
559,16870,940,950,1100,1400,1480,7386,41.8,51.4,48.6,92.3,0.3,0.2,1.6,0.0,4.9,2.1,4.4,21.3,68.1,6.6,4.0,2.8,24.4,16.1,28.4,28.2,55646,3.3,3.4,93.3,5281,71.5001353912808,1.0,PA,100.0,NE
2764,20684,1210,1220,1470,2000,2280,825,44.5,39.4,60.6,87.9,1.2,0.0,0.0,0.0,10.9,0.1,2.2,25.9,63.5,2.9,7.7,0.0,37.2,12.1,41.0,9.7,80833,1.1,0.0,98.9,450,54.54545454545454,1.0,MD,100.0,NE
16302,14516,860,980,1220,1480,1640,2184,38.4,54.0,46.0,88.5,7.1,0.0,1.7,0.0,1.2,1.6,4.5,33.3,45.1,11.7,9.9,10.4,34.7,30.5,15.5,8.8,37917,18.9,13.0,68.0,1905,87.22527472527473,1.0,NY,100.0,NE
20602,17771,650,720,870,1120,1200,2955,48.0,51.6,48.4,96.7,0.6,0.1,0.0,0.0,2.5,0.2,0.8,27.8,54.9,9.7,7.7,10.2,44.5,25.5,13.1,6.6,31271,12.1,7.5,80.4,2603,88.08798646362098,1.0,PA,100.0,NE
13627,11693,1820,1850,2110,2660,2860,13066,44.9,42.0,58.0,51.0,25.7,0.1,4.6,0.0,10.9,21.9,32.8,38.9,39.1,13.6,8.4,16.0,27.7,20.6,21.9,13.8,39565,18.1,5.4,76.5,8832,67.59528547374866,1.0,NY,100.0,NE
20362,10518,1880,2180,2650,3290,3640,789,56.5,50.8,49.2,93.5,0.0,0.0,4.1,0.0,2.4,0.0,4.4,25.7,72.6,1.7,0.0,0.0,0.0,10.1,56.8,33.1,79013,5.4,1.8,92.8,521,66.03295310519644,1.0,NY,100.0,NE
16320,14548,830,950,1180,1440,1590,3695,45.6,51.0,49.0,90.1,0.3,0.0,0.1,0.0,2.2,2.7,6.1,29.6,52.3,13.3,4.9,11.2,31.0,41.5,11.2,5.2,41995,10.1,7.5,82.3,2979,80.62246278755075,1.0,NY,100.0,NE
6786,16428,650,670,870,1080,1200,12508,42.0,50.9,49.1,91.4,0.8,0.2,0.7,0.0,6.1,3.5,1.8,33.2,46.4,14.8,5.7,7.6,38.6,28.0,15.4,10.5,37488,10.8,4.7,84.6,10241,81.8755996162456,1.0,PA,100.0,NE
13388,10023,3190,3260,3680,4620,4980,67468,43.8,45.9,54.1,67.6,4.7,0.1,16.2,0.0,7.4,9.9,29.6,40.4,42.0,12.9,4.7,2.1,5.7,7.8,38.1,46.2,103249,8.7,2.9,88.5,26963,39.96413114365328,1.0,NY,100.0,NE
7522,12844,770,880,1090,1420,1470,207,69.2,52.7,47.3,94.2,3.4,0.0,0.0,0.0,1.0,2.9,7.3,14.6,77.6,0.0,7.8,0.0,12.8,23.3,34.4,29.4,39107,5.1,1.0,93.8,133,64.25120772946859,1.0,NY,100.0,NE
18728,13418,1180,1320,1630,2010,2320,186,51.3,66.1,33.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.7,54.1,0.0,3.2,0.7,46.4,26.1,26.8,0.0,48276,3.8,4.3,91.9,181,97.31182795698923,1.0,NY,100.0,NE
20379,10546,2150,2500,3040,3770,4170,1229,49.4,39.9,60.1,74.3,0.2,0.0,16.8,0.0,8.8,11.1,22.9,28.9,64.7,5.3,1.0,0.0,3.2,8.2,40.6,48.0,91250,2.0,0.2,97.8,803,65.33767290480064,1.0,NY,100.0,NE
15792,19602,640,750,950,1190,1280,18001,33.4,52.1,47.9,28.7,10.0,0.6,0.1,0.0,39.5,67.6,55.2,51.4,26.1,18.8,3.7,29.3,40.7,19.1,8.3,2.7,22493,33.7,17.2,49.1,8006,44.47530692739292,1.0,PA,100.0,NE
13472,10471,2350,2400,2710,3400,3670,23400,46.4,47.2,52.8,57.2,8.9,0.8,4.6,0.0,15.6,31.2,35.5,38.9,43.0,11.1,6.9,6.5,16.2,18.9,27.1,31.4,52240,6.1,4.1,89.8,14835,63.3974358974359,1.0,NY,100.0,NE
2067,14892,690,720,920,1200,1300,7531,48.1,50.9,49.1,94.7,1.3,0.0,1.0,0.0,2.4,2.5,2.1,28.5,46.3,16.8,8.3,8.0,44.2,29.7,11.6,6.6,35945,10.6,9.3,80.1,2924,38.82618510158014,1.0,NY,100.0,NE
2379,17814,670,790,950,1170,1290,4806,49.7,46.6,53.4,90.4,1.7,0.0,0.5,4.3,2.2,2.2,7.0,26.0,48.8,13.2,12.0,8.0,54.9,20.3,11.6,5.3,31538,12.7,7.6,79.7,3653,76.00915522263837,1.0,PA,100.0,NE
15326,16249,600,690,900,1110,1350,1757,50.7,51.2,48.8,98.1,0.1,0.0,0.0,0.0,1.8,0.2,1.1,23.5,62.5,7.5,6.5,5.8,49.5,26.9,10.0,7.9,37551,7.3,6.8,85.9,1620,92.20261809903243,1.0,PA,100.0,NE
2671,14132,830,870,1020,1250,1400,6432,44.9,50.5,49.5,90.3,0.5,1.9,4.8,0.0,2.4,0.7,6.7,33.5,54.8,10.5,1.2,9.2,30.4,33.0,17.7,9.7,45295,6.6,4.3,89.2,5393,83.84639303482587,1.0,NY,100.0,NE
1600,21286,1100,1270,1570,2040,2330,21782,40.1,47.2,52.8,71.3,15.3,0.0,3.6,0.0,6.2,7.7,11.2,35.7,47.0,11.2,6.1,4.6,13.0,25.1,30.2,27.2,54436,13.7,2.5,83.8,13350,61.28913782021853,1.0,MD,100.0,NE
14525,19047,1340,1510,1820,2220,2570,34182,45.1,48.5,51.5,83.1,4.8,0.2,3.7,0.0,5.9,3.9,8.8,32.8,50.9,8.4,7.9,3.5,28.7,22.8,25.5,19.6,48329,6.8,3.7,89.5,21923,64.13609502077117,1.0,PA,100.0,NE
9937,12548,990,1050,1360,1780,1980,1039,46.4,48.2,51.8,86.6,0.0,0.0,0.0,0.0,13.4,12.9,3.3,32.0,53.9,7.8,6.3,2.0,27.0,26.1,28.4,16.4,57134,7.2,2.9,89.9,881,84.79307025986526,1.0,NY,100.0,NE
9933,12528,1240,1310,1700,2220,2480,13818,42.9,48.8,51.2,75.6,3.4,0.0,7.3,0.0,8.8,10.2,19.2,29.4,47.8,17.8,5.0,5.5,24.1,28.7,23.1,18.5,50944,5.3,3.7,91.0,9997,72.34766246924302,1.0,NY,100.0,NE
15258,16023,830,870,1050,1340,1460,4130,54.4,47.3,52.7,95.7,0.4,0.0,3.0,0.0,0.9,1.6,5.3,23.1,61.4,6.5,8.9,7.0,42.3,25.2,16.5,9.0,33194,6.3,5.9,87.8,3686,89.24939467312349,1.0,PA,100.0,NE
19489,13470,650,660,830,1010,1190,771,49.3,51.2,48.8,96.6,0.0,0.0,0.0,0.0,3.4,1.9,0.4,41.7,42.4,10.5,5.4,16.9,35.8,31.0,11.7,4.6,24531,35.8,6.1,58.1,627,81.32295719844358,1.0,NY,100.0,NE
20807,16134,640,650,830,1120,1180,4080,49.4,51.4,48.6,97.4,0.1,0.0,0.2,0.0,1.8,0.7,3.9,18.7,58.3,15.6,7.4,6.9,47.0,28.3,8.2,9.7,31132,13.1,16.2,70.7,3168,77.64705882352942,1.0,PA,100.0,NE
20244,13692,820,930,1220,1650,1950,216,54.5,51.4,48.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.0,94.9,0.0,5.1,0.0,2.1,32.8,8.7,56.4,109139,0.0,0.0,100.0,145,67.12962962962963,1.0,NY,100.0,NE
6557,18325,950,950,1240,1680,2110,2688,41.4,54.9,45.1,77.6,0.0,0.0,0.0,0.0,22.3,18.6,18.2,13.2,69.0,15.1,2.8,4.4,22.5,24.5,25.9,22.8,49417,4.8,2.3,92.9,1641,61.04910714285714,1.0,PA,100.0,NE
15771,19522,710,830,1060,1330,1420,13926,46.9,51.8,48.2,92.5,1.5,0.0,0.5,0.0,4.2,6.7,7.4,26.5,53.6,12.7,7.1,9.1,42.6,24.8,13.9,9.6,43773,4.7,3.0,92.2,11497,82.55780554358753,1.0,PA,100.0,NE
16269,14456,760,860,1080,1310,1450,19864,38.1,50.7,49.3,79.2,6.7,0.1,2.2,0.0,7.2,13.4,12.9,41.1,38.5,14.3,6.1,10.1,28.2,27.8,17.8,16.0,38190,14.4,5.4,80.3,13784,69.39186467982279,1.0,NY,100.0,NE
15575,12601,1070,1170,1500,1910,2120,44696,35.7,49.5,50.5,47.4,24.8,0.8,2.8,0.0,17.1,21.9,20.9,46.7,34.6,13.7,5.0,12.0,30.6,27.3,17.0,13.0,35376,15.3,12.6,72.1,28425,63.59629497046716,1.0,NY,100.0,NE
13346,11955,1510,1880,2260,2900,3190,2626,50.3,47.5,52.5,85.5,7.1,0.2,0.0,0.3,5.8,3.6,6.3,31.8,52.2,10.8,5.2,2.6,36.0,23.8,22.3,15.4,48716,15.3,4.5,80.2,2266,86.29093678598629,1.0,NY,100.0,NE
14449,18076,1180,1330,1600,1950,2260,3013,44.6,52.3,47.7,87.8,2.7,0.0,0.0,0.0,6.9,8.8,4.0,32.8,44.9,14.1,8.2,5.8,42.6,28.8,18.0,4.9,39893,8.0,3.8,88.3,2619,86.92333222701626,1.0,PA,100.0,NE
2693,14213,840,880,1030,1260,1420,23072,31.8,50.7,49.3,50.6,18.6,0.6,12.2,0.0,9.8,20.3,32.1,53.4,30.2,13.7,2.7,18.6,19.3,26.3,21.6,14.2,30742,26.7,12.3,61.0,15405,66.76924410540916,1.0,NY,100.0,NE
15175,15601,780,820,990,1260,1380,55670,46.2,48.8,51.2,92.9,2.3,0.1,1.1,0.0,3.3,1.7,2.6,30.9,50.5,10.2,8.4,3.5,29.9,26.9,24.8,14.9,38490,8.6,5.4,85.9,46447,83.432728579127,1.0,PA,100.0,NE
13266,11727,1730,2160,2590,3330,3660,29393,42.4,48.5,51.5,54.6,15.8,0.1,6.1,0.0,17.6,19.2,28.0,34.1,47.0,13.5,5.4,9.0,25.8,30.8,20.6,13.8,56382,8.8,5.1,86.2,20377,69.32603000714455,1.0,NY,100.0,NE
20405,10604,1710,1990,2420,3000,3320,12192,39.0,46.2,53.8,65.5,7.3,2.1,3.3,0.0,12.2,26.3,33.4,34.4,49.7,11.2,4.8,11.7,20.7,16.3,27.1,24.2,54980,4.1,6.4,89.6,7333,60.145997375328086,1.0,NY,100.0,NE
13267,11729,1360,1690,2030,2610,2870,26647,42.2,47.9,52.1,57.5,11.9,0.2,10.8,0.0,13.0,22.7,27.5,33.9,51.0,9.9,5.2,7.0,26.0,30.9,20.0,16.1,51934,4.7,3.3,92.0,18948,71.10744173828198,1.0,NY,100.0,NE
13325,11930,1520,1890,2270,2920,3210,689,54.6,44.8,55.2,90.0,0.3,0.0,0.0,0.0,5.4,10.0,12.9,10.5,69.3,14.7,5.5,0.0,23.3,14.4,27.3,35.0,78306,0.7,7.7,91.6,506,73.43976777939042,1.0,NY,100.0,NE
14996,15090,1300,1360,1640,2090,2280,25110,38.7,51.0,49.0,81.3,2.5,0.2,8.9,0.1,5.3,5.0,12.3,24.5,64.2,8.6,2.8,2.1,9.9,16.1,38.9,33.0,70790,4.3,1.4,94.3,15023,59.828753484667466,1.0,PA,100.0,NE
13630,12524,1820,1850,2110,2660,2860,15079,45.7,49.7,50.3,78.6,6.3,0.4,3.4,0.0,8.6,13.6,13.3,28.1,51.8,12.1,7.9,6.4,27.2,30.3,20.5,15.7,53712,4.4,4.8,90.8,11661,77.3327143709795,1.0,NY,100.0,NE
2041,13813,630,660,850,1100,1190,1148,28.8,55.1,44.9,98.5,0.7,0.0,0.0,0.0,0.8,2.1,2.1,27.1,61.4,6.5,5.0,2.4,30.2,43.7,18.5,5.3,40455,0.4,2.3,97.3,967,84.23344947735191,1.0,NY,100.0,NE
16292,14504,830,940,1170,1420,1570,1655,39.6,48.2,51.8,93.0,0.9,0.2,2.3,0.0,3.6,2.1,4.9,31.7,47.8,13.8,6.7,5.2,37.7,34.9,15.2,6.9,35929,10.8,7.5,81.7,1444,87.25075528700906,1.0,NY,100.0,NE
542,16635,700,860,1040,1270,1410,12115,46.5,52.0,48.0,95.2,0.2,0.0,1.9,0.0,2.6,1.6,3.9,28.7,47.9,14.4,9.0,4.9,46.7,22.0,13.7,12.7,36920,6.9,7.9,85.2,10342,85.36524969046636,1.0,PA,100.0,NE
6802,16508,670,690,900,1120,1240,15156,37.6,48.1,51.9,81.7,5.2,0.1,1.0,0.1,11.7,4.1,5.2,39.1,36.4,17.2,7.3,7.0,38.7,26.6,17.9,9.8,33646,14.3,13.9,71.7,12729,83.9865399841647,1.0,PA,100.0,NE
305,12460,980,1090,1330,1620,1790,161,62.8,54.0,46.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,6.2,51.6,5.6,36.6,0.0,42.2,9.9,28.6,19.3,70096,0.0,22.4,77.6,118,73.29192546583852,1.0,NY,100.0,NE
14951,15034,650,680,820,1040,1140,1600,47.7,52.1,47.9,90.9,5.4,0.3,0.0,0.0,1.0,4.1,1.6,36.5,30.2,22.7,10.6,11.9,43.8,25.2,16.5,2.6,35584,14.1,9.7,76.2,1349,84.3125,1.0,PA,100.0,NE
462,18064,900,1030,1300,1670,1750,27073,45.5,50.4,49.6,89.5,2.0,0.0,3.1,0.0,4.4,4.9,7.9,23.0,56.6,11.5,9.0,5.5,31.0,25.6,22.3,15.5,47899,5.8,3.5,90.7,18096,66.84150260407048,1.0,PA,100.0,NE
19448,13313,700,710,890,1080,1280,562,37.2,54.3,45.7,95.7,0.5,0.0,0.0,0.0,1.8,9.4,7.9,28.4,52.6,6.0,13.0,21.6,54.0,21.9,2.6,0.0,22083,27.0,21.5,51.4,399,70.99644128113879,1.0,NY,100.0,NE
1454,20701,1620,1880,2320,3010,3440,749,29.2,39.8,60.2,53.5,34.4,0.0,7.5,0.0,4.5,0.0,7.9,73.6,21.2,4.0,1.2,17.3,19.2,18.5,26.2,18.8,45486,3.7,8.1,88.2,462,61.6822429906542,1.0,MD,100.0,NE
14656,19460,1210,1360,1640,2000,2320,43927,38.6,49.9,50.1,82.8,3.8,0.1,4.3,0.0,7.9,5.5,9.7,31.5,52.1,10.4,6.1,4.4,19.2,18.1,35.1,23.2,60811,5.0,4.6,90.4,29316,66.73799713160471,1.0,PA,100.0,NE
13473,10471,2350,2400,2710,3400,3670,23400,46.4,47.2,52.8,57.2,8.9,0.8,4.6,0.0,15.6,31.2,35.5,38.9,43.0,11.1,6.9,6.5,16.2,18.9,27.1,31.4,52240,6.1,4.1,89.8,14835,63.3974358974359,1.0,NY,100.0,NE
14493,19006,1170,1320,1590,1940,2250,23211,44.2,47.2,52.8,79.4,4.6,0.0,9.4,0.0,5.7,2.8,24.3,29.5,54.9,9.5,6.1,4.0,23.4,19.1,27.7,25.8,52783,4.7,3.1,92.2,16231,69.92805135496101,1.0,PA,100.0,NE
15083,15340,750,790,950,1210,1320,1303,54.6,46.0,54.0,94.5,0.0,0.0,0.0,0.0,5.5,0.0,0.0,24.4,57.4,14.3,3.9,5.8,36.8,21.7,19.6,16.1,59522,9.1,6.8,84.1,1200,92.0951650038373,1.0,PA,100.0,NE
15513,10916,1130,1240,1590,2030,2260,4531,44.4,52.8,47.2,73.3,8.3,0.0,3.2,0.0,10.9,16.8,12.5,30.2,53.5,11.7,4.5,3.0,23.4,28.6,21.0,24.0,48443,3.8,3.8,92.4,3369,74.35444714191128,1.0,NY,100.0,NE
15800,19611,690,810,1030,1290,1380,11170,34.8,49.1,50.9,51.0,8.6,0.2,3.0,0.0,22.2,46.1,37.0,42.5,34.1,18.0,5.5,14.6,35.6,24.4,14.2,11.2,35071,25.2,8.7,66.1,7226,64.6911369740376,1.0,PA,100.0,NE
13488,10541,2050,2110,2390,3000,3230,26137,42.8,50.6,49.4,78.9,1.7,0.1,2.6,0.0,7.7,19.4,21.3,26.3,59.7,8.8,5.1,6.6,21.4,28.7,24.5,18.8,55555,3.0,3.3,93.7,20346,77.84366989325477,1.0,NY,100.0,NE
13380,10014,3190,3260,3680,4620,4980,29772,39.4,49.1,50.9,81.7,3.0,0.2,5.1,0.0,8.4,10.8,16.0,55.3,34.1,7.5,3.1,1.1,4.8,9.2,50.0,34.8,107982,6.5,2.0,91.5,10505,35.284831385194146,1.0,NY,100.0,NE
9930,12498,980,1040,1350,1770,1970,4530,61.7,48.7,51.3,85.7,1.9,0.0,3.1,0.0,5.2,5.8,9.9,25.8,47.5,17.5,9.1,3.7,13.6,20.5,33.1,29.1,42979,13.7,7.8,78.5,2732,60.309050772626925,1.0,NY,100.0,NE
14547,19081,1050,1190,1430,1740,2020,10363,35.3,48.6,51.4,81.9,6.8,0.0,5.2,0.0,4.4,3.0,12.4,39.6,47.4,8.7,4.3,1.3,17.4,15.9,28.4,37.1,54602,5.5,1.1,93.4,6431,62.057319309080384,1.0,PA,100.0,NE
9884,12406,850,960,1230,1620,1820,609,52.5,61.4,38.6,63.2,0.0,36.6,0.0,0.0,0.2,36.8,36.8,33.0,47.0,12.8,7.2,47.6,27.2,7.3,12.9,5.0,21148,17.2,0.3,82.4,346,56.81444991789819,1.0,NY,100.0,NE
16310,14533,700,790,990,1200,1330,1754,40.3,53.2,46.8,86.1,1.9,0.0,0.0,0.0,3.3,10.8,10.7,34.1,48.1,13.0,4.9,16.0,32.6,29.5,8.8,13.2,40567,12.5,7.5,80.0,1456,83.0102622576967,1.0,NY,100.0,NE
2378,17774,770,850,1030,1330,1430,1093,45.3,48.4,51.6,95.5,0.0,0.0,0.1,2.7,1.7,0.0,0.3,27.3,55.7,9.9,7.1,9.0,48.6,16.9,17.9,7.6,34122,13.4,4.8,81.7,974,89.11253430924062,1.0,PA,100.0,NE
14500,19014,1010,1140,1370,1670,1940,21242,40.8,48.0,52.0,85.9,8.9,0.1,1.8,0.0,2.0,1.8,4.9,34.6,51.9,8.3,5.2,3.8,32.4,28.8,21.3,13.8,43704,7.8,3.2,89.0,17554,82.63816966387346,1.0,PA,100.0,NE
